tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label
'503866885629554688',Mon Aug 25 11:30:01 +0000 2014,KAMCNews,344171667,en,NA,NA,Napa Valley Wineries Picking Up the Pieces After Earthquake... http://t.co/YhNpHSj9gP,https://twitter.com/KAMCNews/status/503866885629554688,Infrastructure and utilities
'503866910166253568',Mon Aug 25 11:30:07 +0000 2014,marcaross,18789002,en,NA,NA,B.R. Cohn Winery after Napa earthquake. http://t.co/ANvGM0L1Me http://t.co/gjruEZw3mD,https://twitter.com/marcaross/status/503866910166253568,Infrastructure and utilities
'503866926330679296',Mon Aug 25 11:30:11 +0000 2014,News10_CA,18655359,en,NA,NA,Scores injured in magnitude 6.1 #NapaQuake -&gt; http://t.co/6ePr1rkktR #earthquake,https://twitter.com/News10_CA/status/503866926330679296,Injured or dead people
'503867001794600960',Mon Aug 25 11:30:29 +0000 2014,SFranciscoTNews,2257905582,en,NA,NA,N. California Earthquake Damage Could Reach $1B http://t.co/dmPGYSYbID,https://twitter.com/SFranciscoTNews/status/503867001794600960,Infrastructure and utilities
'503867092547141632',Mon Aug 25 11:30:50 +0000 2014,LS_Disasters,79506638,en,NA,NA,"Disaster News: PG&amp;E says over 20 #gas-distribution outages remain after Sunday's mag 6.0 #Earthquake near #Napa, California.",https://twitter.com/LS_Disasters/status/503867092547141632,Infrastructure and utilities
'503867097060225024',Mon Aug 25 11:30:52 +0000 2014,Tombenson1,44342211,en,NA,NA,M-C: CA 'Quake knocks Napa stations off-air. http://t.co/g0Kv1IgSME,https://twitter.com/Tombenson1/status/503867097060225024,Infrastructure and utilities
'503867402023481345',Mon Aug 25 11:32:04 +0000 2014,RommelJGuzman,1028360700,en,NA,NA,"3 Critically Injured and 120 Sent to Hospital, After 6.0 Quake Rattles California's Napa Region http://t.co/ScSeLJYVYv via @mashable",https://twitter.com/RommelJGuzman/status/503867402023481345,Injured or dead people
'503867406323056640',Mon Aug 25 11:32:05 +0000 2014,janinebucks,2285315834,en,NA,NA,Â_ USA http://t.co/SutuktkvTx 823 earthquake The Bay Area just got hit with its largest earthquake in 25 years janinebucks Alabama USA Montgâ€_,https://twitter.com/janinebucks/status/503867406323056640,Other relevant information
'503867483795619840',Mon Aug 25 11:32:24 +0000 2014,BayArea411,2282778445,en,NA,NA,6.0-magnitude quake shakes San Francisco; largest Bay Area quake since 1989 - Dallas Morning News http://t.co/n6jLWLk5XF #BayArea,https://twitter.com/BayArea411/status/503867483795619840,Other relevant information
'503867552536489985',Mon Aug 25 11:32:40 +0000 2014,RogerSixtyNine,239321900,en,NA,NA,"my home away from home on many occasions &gt; please let the damage be buildings, not people. http://t.co/2uvLyBZgJc #earthquake #sonoma #napa",https://twitter.com/RogerSixtyNine/status/503867552536489985,Sympathy and emotional support
'503867580495327232',Mon Aug 25 11:32:47 +0000 2014,IndyWorld,25080738,en,NA,NA,California earthquake: Kids skateboard on fissured streets as clean-up operation begins http://t.co/IPA335aSUB,https://twitter.com/IndyWorld/status/503867580495327232,Other relevant information
'503867657628962817',Mon Aug 25 11:33:05 +0000 2014,Marma0408,290302869,en,NA,NA,That San Francisco earthquake was much worse that I imagined.  Hope everybody's OK!,https://twitter.com/Marma0408/status/503867657628962817,Sympathy and emotional support
'503867696455647232',Mon Aug 25 11:33:14 +0000 2014,erinpasko,109722490,en,NA,NA,Earthquake in California.... Sweet,https://twitter.com/erinpasko/status/503867696455647232,Not related or irrelevant
'503867814705659904',Mon Aug 25 11:33:43 +0000 2014,Auriandra,35298247,en,NA,NA,New list of things to blame Obama for: #Ebola #Golfing #Methane #BÃ¡rÃ°arbunga #Netanyahu #NapaQuake #OccularOrbit #Yazidis #CAdrought â€“ #tcot,https://twitter.com/Auriandra/status/503867814705659904,Not related or irrelevant
'503867893038473216',Mon Aug 25 11:34:01 +0000 2014,oghoodniga69,309293580,en,NA,NA,The 1989 earthquake in San Francisco California was fucking crazy...,https://twitter.com/oghoodniga69/status/503867893038473216,Other relevant information
'503867895240073217',Mon Aug 25 11:34:02 +0000 2014,rejer1956,2395174262,en,NA,NA,Earthquake Rocks Napa Valley: http://t.co/bc4Et4JCiB via @YouTube,https://twitter.com/rejer1956/status/503867895240073217,Other relevant information
'503867944213184512',Mon Aug 25 11:34:13 +0000 2014,CBSThisMorning,17134268,en,NA,NA,Billions of dollars of wine rocked in California earthquake: http://t.co/Px7LolIbK0,https://twitter.com/CBSThisMorning/status/503867944213184512,Infrastructure and utilities
'503868013762715649',Mon Aug 25 11:34:30 +0000 2014,Woldeselassie1,1097790150,en,NA,NA,California quake: Recovering after 6.0 tremor http://t.co/kpnsSOPcXc,https://twitter.com/Woldeselassie1/status/503868013762715649,Other relevant information
'503868106041610241',Mon Aug 25 11:34:52 +0000 2014,RommelJGuzman,1028360700,en,NA,NA,What Napa Looks Like After the Quake http://t.co/ioEyDyToUW via @mashable,https://twitter.com/RommelJGuzman/status/503868106041610241,Other relevant information
'503868128103653376',Mon Aug 25 11:34:57 +0000 2014,_DetroitNews_,2404674086,en,NA,NA,"#Detroit #News Earthquake's timing left many fumbling in dark in California's wine country: Napa, Calif. â€” A p... http://t.co/ANtz7l0NMj",https://twitter.com/_DetroitNews_/status/503868128103653376,Infrastructure and utilities
'503868153253089280',Mon Aug 25 11:35:03 +0000 2014,CBSNews,15012486,en,NA,NA,"California quake; journalist freed in Syria; more news you should know -- This morning from CBS News: Aug. 25, 2014 - http://t.co/zc6zKax2tH",https://twitter.com/CBSNews/status/503868153253089280,Other relevant information
'503868161159331840',Mon Aug 25 11:35:05 +0000 2014,bobpockrass,25415355,en,NA,NA,From Sunday: Sonoma Raceway escapes earthquake damage; http://t.co/TSZjgsHIHE  #nascar,https://twitter.com/bobpockrass/status/503868161159331840,Infrastructure and utilities
'503868170290331648',Mon Aug 25 11:35:07 +0000 2014,Brynjo,47101722,en,NA,NA,"Pretty interesting ""event"" study using ""big data""... https://t.co/Om7HE2ueQA",https://twitter.com/Brynjo/status/503868170290331648,Other relevant information
'503868176086478849',Mon Aug 25 11:35:09 +0000 2014,joefryer,27242124,en,NA,NA,Our extensive coverage of the #napaquake from @NBCNightlyNews -- http://t.co/mOHvGFXc6j http://t.co/pwVGNCrBcL,https://twitter.com/joefryer/status/503868176086478849,Other relevant information
'503868183518797824',Mon Aug 25 11:35:11 +0000 2014,SanFranNewz,198587357,en,NA,NA,"Napa earthquake: Residents, many of them seniors, flee from devastating mobile home fire #SanFrancisco http://t.co/Ma6FZ5zJ7G",https://twitter.com/SanFranNewz/status/503868183518797824,Infrastructure and utilities
'503868275726376960',Mon Aug 25 11:35:33 +0000 2014,AceNewsServices,14761622,en,NA,NA,â€˜UNITED STATES: â€˜ Napa Valley Suffers Worst Earthquake Since October 17 1989 As Residents Remember â€˜:... http://t.co/HScaD54MEb #ANS2014,https://twitter.com/AceNewsServices/status/503868275726376960,Other relevant information
'503868704782708737',Mon Aug 25 11:37:15 +0000 2014,SamNBCBayArea,347272439,en,NA,NA,"Some interesting #mathchat (I know, it's early for that!) from @Christina_Loren who breaks down #napaquake in TNT equivalent @nbcbayarea",https://twitter.com/SamNBCBayArea/status/503868704782708737,Other relevant information
'503868821736681472',Mon Aug 25 11:37:43 +0000 2014,ZOLTAR328,791826559,en,NA,NA,Some Napa Valley wineries hit hard by earthquake http://t.co/rP70YRjxW3 #CNN #USA,https://twitter.com/ZOLTAR328/status/503868821736681472,Infrastructure and utilities
'503868861427769344',Mon Aug 25 11:37:52 +0000 2014,jjamesjoiner,397618548,en,NA,NA,"#Napaquake unleashes tsunami of wine, via @sfgate: http://t.co/zlkeYbCWiS  http://t.co/4b3WciJbJq",https://twitter.com/jjamesjoiner/status/503868861427769344,Not related or irrelevant
'503868877185380352',Mon Aug 25 11:37:56 +0000 2014,HillbillyTimes,919927818,en,NA,NA,"Violent quake rocks Bay Area: Are more aftershocks to come? -  Bridewell, who said he had to climb over fallen... http://t.co/cjUedSmsUL",https://twitter.com/HillbillyTimes/status/503868877185380352,Other relevant information
'503868895691014144',Mon Aug 25 11:38:00 +0000 2014,nicoleewayne,2285361511,en,NA,NA,Â_ http://t.co/sCG05Qwb6y 821 Â_ Napa Rocked by Magnitude-6.0 Earthquake State of Emergency Declared Â_ An earthquake with a magnitude of 6.1 â€_,https://twitter.com/nicoleewayne/status/503868895691014144,Caution and advice
'503868977496752128',Mon Aug 25 11:38:20 +0000 2014,Drsantagomez,2197742483,en,NA,NA,Earthquake's timing left many fumbling in dark in California's wine country http://t.co/YaWUFJ7TCw,https://twitter.com/Drsantagomez/status/503868977496752128,Other relevant information
'503869044077129728',Mon Aug 25 11:38:36 +0000 2014,WebSummitHQ,74991835,en,NA,NA,A Real-Time Sleep Chart Shows The Napa Valley Earthquake Woke Up Almost Everyone There: http://t.co/VTODs6G8Qh via @businessinsider,https://twitter.com/WebSummitHQ/status/503869044077129728,Other relevant information
'503869050322038784',Mon Aug 25 11:38:37 +0000 2014,KennyG1423,128257341,en,NA,NA,"120 injured, 3 critical after Napa, California quake http://t.co/9DdnvSFSsi via @wusa9",https://twitter.com/KennyG1423/status/503869050322038784,Injured or dead people
'503869051161296896',Mon Aug 25 11:38:37 +0000 2014,Mellynjess,23676863,en,NA,NA,Scientists: Napa quake should be a 'wake-up call' http://t.co/IavJft2yVv,https://twitter.com/Mellynjess/status/503869051161296896,Other relevant information
'503869162360274945',Mon Aug 25 11:39:04 +0000 2014,ThomasLocicero,616772088,en,NA,NA,Billions of dollars of wine rocked in California earthquake http://t.co/WaE1YtKxY8,https://twitter.com/ThomasLocicero/status/503869162360274945,Other relevant information
'503870722092310528',Mon Aug 25 11:45:16 +0000 2014,tvseanb,507939974,en,NA,NA,"At it's peak 70,000 customers were without power from the #Napa Quake @CBSSacramento @GoodDaySac",https://twitter.com/tvseanb/status/503870722092310528,Infrastructure and utilities
'503870730308972544',Mon Aug 25 11:45:18 +0000 2014,igoracho,40807023,en,NA,NA,RT @SeismoSocietyAm: IRIS has posted  a Teachable Moment presentation on the South Napa California earthquake. http://t.co/aNmaGIJUhz,https://twitter.com/igoracho/status/503870730308972544,Other relevant information
'503870731831111680',Mon Aug 25 11:45:18 +0000 2014,teapartymobile,175511453,en,NA,NA,Strong 6.0 #California #EarthQuake Surprises as it Hits #Napa #Vineyards #Retailers #Businesses #Homes  http://t.co/cOW9tiqLLS $TVIX #VIX,https://twitter.com/teapartymobile/status/503870731831111680,Infrastructure and utilities
'503870746134077440',Mon Aug 25 11:45:22 +0000 2014,PRWeekUS,15580384,en,NA,NA,"Happening Monday: News on @MTV, @BurgerKing and @TimHortons, the Napa earthquake, Ferguson, @Roche, and @NBCNews: http://t.co/WgzJrz9PP3",https://twitter.com/PRWeekUS/status/503870746134077440,Other relevant information
'503870766387953664',Mon Aug 25 11:45:26 +0000 2014,bpulsetech,1891949672,en,NA,NA,A Real-Time Sleep Chart Shows The Napa Valley Earthquake Woke Up Almost Everyone There http://t.co/bzAY6Itzfs  #bpulse #tech,https://twitter.com/bpulsetech/status/503870766387953664,Other relevant information
'503870772213870592',Mon Aug 25 11:45:28 +0000 2014,CBSDenver,16313592,en,NA,NA,Major cleanup after earthquake in California: http://t.co/E2vcOt8D5u #CBS4Mornings,https://twitter.com/CBSDenver/status/503870772213870592,Infrastructure and utilities
'503870779709460481',Mon Aug 25 11:45:30 +0000 2014,ErnestRhykensei,622998503,en,NA,NA,RT @MobilePunch: California begins clear-up after San Francisco quake http://t.co/PUcsutFDZC,https://twitter.com/ErnestRhykensei/status/503870779709460481,Infrastructure and utilities
'503870846172401664',Mon Aug 25 11:45:45 +0000 2014,wbtradio,15637387,en,NA,NA,Damages from Northern California Earthquake Could Reach $1 Billion http://t.co/CaCsZNxAmc #NationalNews http://t.co/axVa3DQ3Qa,https://twitter.com/wbtradio/status/503870846172401664,Infrastructure and utilities
'503870909900685312',Mon Aug 25 11:46:01 +0000 2014,News24lHOT,2291824746,en,NA,NA,"â™_ http://t.co/EwX7SepzpZ 8 â™_ earthquake â™_ Dozens injured, 3 critically, after strong earthquake in California http://t.co/t4dKZWu3vp",https://twitter.com/News24lHOT/status/503870909900685312,Injured or dead people
'503870913818152960',Mon Aug 25 11:46:01 +0000 2014,nicoleewayne,2285361511,en,NA,NA,Massachusetts USA Cambridge Â» http://t.co/mpuIVzhInI  #earthquake 14 The Bay Area just got hit with its largest earthquake in 25 years eartâ€_,https://twitter.com/nicoleewayne/status/503870913818152960,Other relevant information
'503871018448867328',Mon Aug 25 11:46:26 +0000 2014,RestoringHomes,1337342839,en,NA,NA,#California Lacks #Earthquake #EarlyWarningSystem #News http://t.co/JJaR8PFFOw,https://twitter.com/RestoringHomes/status/503871018448867328,Other relevant information
'503871125491699713',Mon Aug 25 11:46:52 +0000 2014,nlitenmebabe,30270036,en,NA,NA,Downtown #napa shut down for fear of further collapse.  Too dangerous for clean up.  33 bldgs red tagged. #napaquake http://t.co/kSQXIzt8Vr,https://twitter.com/nlitenmebabe/status/503871125491699713,Infrastructure and utilities
'503871312536682497',Mon Aug 25 11:47:37 +0000 2014,smileyt22,237565446,en,NA,NA,McCain Used The Bay Area Earthquake To Blast Obama's Foreign Policy http://t.co/R2k2NePcD7 @cspanwj #tcot #p2 @gop #uniteblue #libcrib,https://twitter.com/smileyt22/status/503871312536682497,Other relevant information
'503871361488809984',Mon Aug 25 11:47:48 +0000 2014,NavyDad0007,587926686,en,NA,NA,Wishing all my Californian friends blessing &amp; I hope you all are safe. #GodBless you all. #earthquake #napa,https://twitter.com/NavyDad0007/status/503871361488809984,Sympathy and emotional support
'503871574731395073',Mon Aug 25 11:48:39 +0000 2014,Alvira1972,2551032877,en,NA,NA,RT @Cal_OES: How many aftershocks have been documented after the #NapaQuake?........,https://twitter.com/Alvira1972/status/503871574731395073,Not related or irrelevant
'503871631421612034',Mon Aug 25 11:48:53 +0000 2014,RealTimeHack,279118291,en,NA,NA,Strongest Earthquake In 25 Years Rocks California's Wine Country http://t.co/SN35M5rvku #EMM,https://twitter.com/RealTimeHack/status/503871631421612034,Other relevant information
'503871766653976577',Mon Aug 25 11:49:25 +0000 2014,CNNNewsource,75093019,en,NA,NA,MT @PoloSandovalCNN: Bldgs in #Napa red tagged/roped off after y'day's quake. http://t.co/bSpHf7e6nY LIVE thru 3pET http://t.co/Z9JF53vN3I,https://twitter.com/CNNNewsource/status/503871766653976577,Infrastructure and utilities
'503871841740414977',Mon Aug 25 11:49:43 +0000 2014,NVEarthquakes,1286965100,en,-119.1548,37.7316,"Magnitude 1.4 #earthquake, 18.6 km NW of Mammoth Lakes, CA http://t.co/zRxwoJ7NBJ",https://twitter.com/NVEarthquakes/status/503871841740414977,Other relevant information
'503871869532246016',Mon Aug 25 11:49:49 +0000 2014,taniguchibob,312584835,en,NA,NA,RT @earthquakesfeed: Top Stories: California earthquake: Bay area picks up pieces after strongest quake in 25 years - CNN: CNNCalif... httpâ€_,https://twitter.com/taniguchibob/status/503871869532246016,Infrastructure and utilities
'503871989778763777',Mon Aug 25 11:50:18 +0000 2014,MediaTracker10,2241440766,en,NA,NA,6.0 earthquake shakes California wine country http://t.co/1wAUyiAMc3,https://twitter.com/MediaTracker10/status/503871989778763777,Other relevant information
'503871994497363968',Mon Aug 25 11:50:19 +0000 2014,PBFreePress,2693228874,en,NA,NA,A 6.0-magnitude #earthquake hits the San Francisco Bay Area. - http://t.co/00KYkRNASB http://t.co/gK5h0NC0FF,https://twitter.com/PBFreePress/status/503871994497363968,Other relevant information
'503872042283048961',Mon Aug 25 11:50:31 +0000 2014,IrishEagle,14900137,en,NA,NA,"Before Twitter...and Christ too. MT @johnseach: 6.0 California quake 90 km SSE of Clear Lake volcano. Previous eruptions 10,000 years ago.",https://twitter.com/IrishEagle/status/503872042283048961,Other relevant information
'503872245820039168',Mon Aug 25 11:51:19 +0000 2014,taniguchibob,312584835,en,NA,NA,"RT @ShakingEarth: #Earthquake #Napa Valley, #California - many injured (none life threatening) and  damage - http://t.co/adzPXtGtEE - http:â€_",https://twitter.com/taniguchibob/status/503872245820039168,Injured or dead people
'503872290614833153',Mon Aug 25 11:51:30 +0000 2014,kolr10kozl,18561348,en,NA,NA,images of the #napaquake   http://t.co/lCs6ePT0VU http://t.co/FluSdkGDtZ,https://twitter.com/kolr10kozl/status/503872290614833153,Other relevant information
'503872457284280320',Mon Aug 25 11:52:09 +0000 2014,KRON4WTran,90895844,en,NA,NA,Napa district atty's also suffered quake damage as pieces of the ceiling came crashing down. @kron4news http://t.co/o4QGjFRDlO,https://twitter.com/KRON4WTran/status/503872457284280320,Infrastructure and utilities
'503872460111228929',Mon Aug 25 11:52:10 +0000 2014,phalt_,198444822,en,NA,NA,Great article from @Jawbone about how the SF earthquake affected people's sleep https://t.co/UsU3P0oCi4,https://twitter.com/phalt_/status/503872460111228929,Other relevant information
'503872462572879872',Mon Aug 25 11:52:11 +0000 2014,adsensejob,149816143,en,NA,NA,San Francisco Bay Area assessing damage after large quake #jobs #news #career #jobsila # http://t.co/q2gTtML29X,https://twitter.com/adsensejob/status/503872462572879872,Infrastructure and utilities
'503872506974179328',Mon Aug 25 11:52:21 +0000 2014,tianijones,34007362,en,NA,NA,Top stories today-#MichaelBrown's Father asks for day of silence-CA Wine Country hit w/6.0 Quake-U.S Journalist freed http://t.co/956HR2MpuN,https://twitter.com/tianijones/status/503872506974179328,Other relevant information
'503872580957126658',Mon Aug 25 11:52:39 +0000 2014,adigitalcarol,33385119,en,NA,NA,Photos: Quake Rattles Northern California http://t.co/TU0k0aFlpX via @WSJ,https://twitter.com/adigitalcarol/status/503872580957126658,Other relevant information
'503872975917965313',Mon Aug 25 11:54:13 +0000 2014,DafaKaroYar,220590574,en,NA,NA,California hit by strong 6.0-magnitude quake - Bubblews http://t.co/7UTuDeJDpV via @GoBubblews,https://twitter.com/DafaKaroYar/status/503872975917965313,Other relevant information
'503872978119962624',Mon Aug 25 11:54:14 +0000 2014,toreyvanoot,20219585,en,NA,NA,By the Numbers: Napa Earthquake's Impact http://t.co/NiZGEK5m3r via @nbcbayarea,https://twitter.com/toreyvanoot/status/503872978119962624,Other relevant information
'503873045098803200',Mon Aug 25 11:54:30 +0000 2014,NoMoreDuds,2246429173,en,NA,NA,#ChristianPost North California Quake: 160 People Injured in Area's Strongest Earthquake in 25 Years http://t.co/HaDwKM1kVP,https://twitter.com/NoMoreDuds/status/503873045098803200,Injured or dead people
'503874511435870208',Mon Aug 25 12:00:19 +0000 2014,News10_CA,18655359,en,NA,NA,#Photos of the damage caused by Sundayâ€™s frightening #NapaQuake -&gt; http://t.co/GB5K7SuVEc,https://twitter.com/News10_CA/status/503874511435870208,Infrastructure and utilities
'503876231935569920',Mon Aug 25 12:07:09 +0000 2014,JSolomonCNBC,41263026,en,-122.286999,38.300792,"The oldest commercial building in #Napa a former brothel, brewery and most recently a wine tasting room #napaquake http://t.co/EGsNxxXBAg",https://twitter.com/JSolomonCNBC/status/503876231935569920,Infrastructure and utilities
'503876850452795392',Mon Aug 25 12:09:37 +0000 2014,WatchCTVNews,402792142,en,NA,NA,"Local business owner in #Napa, says earthquake 'unlike anything I've been in': http://t.co/7sUPEXz3bv @CTVCanadaAM",https://twitter.com/WatchCTVNews/status/503876850452795392,Personal updates
'503880239911825409',Mon Aug 25 12:23:05 +0000 2014,WTOP,17906632,en,NA,NA,Photos of the #earthquake in #napa http://t.co/LhegXYyTSU http://t.co/UdoxIgQbAZ,https://twitter.com/WTOP/status/503880239911825409,Other relevant information
'503880441821016064',Mon Aug 25 12:23:53 +0000 2014,worarapp,81684561,en,NA,NA,"Losses From California Quake Could Top $1 Billion, via @nytimes http://t.co/5tDeZQYuIz",https://twitter.com/worarapp/status/503880441821016064,Money
'503880621656010752',Mon Aug 25 12:24:36 +0000 2014,scsgregtink,323905890,en,NA,NA,PG&amp;E search for natural gas leaks after Northern California quake http://t.co/ofV7ldSQ1K via @SFGate,https://twitter.com/scsgregtink/status/503880621656010752,Infrastructure and utilities
'503881266220240896',Mon Aug 25 12:27:10 +0000 2014,allisoncunny,115059238,en,NA,NA,â€œ@WTOP: Photos of the #earthquake in #napa http://t.co/sG3X9mDdIm http://t.co/AcOSumcpLPâ€ù NOOOOOOOO,https://twitter.com/allisoncunny/status/503881266220240896,Other relevant information
'503881740294029312',Mon Aug 25 12:29:03 +0000 2014,KellySKennedy,118730543,en,NA,NA,Napa picks up the pieces after quake http://t.co/VkbXpZblDn via @USATODAY,https://twitter.com/KellySKennedy/status/503881740294029312,Infrastructure and utilities
'503882088169627649',Mon Aug 25 12:30:26 +0000 2014,dm2studios,9658202,en,NA,NA,"3 Critically Injured and 120 Sent to Hospital, After 6.0 Quake Rattles California's Napa Region http://t.co/6ScLIQMmsM",https://twitter.com/dm2studios/status/503882088169627649,Injured or dead people
'503884812747567104',Mon Aug 25 12:41:15 +0000 2014,tornadodamage,37346309,en,NA,NA,"RT @CBCAlerts: Dozens of buildings unsafe after #Napa, #California quake. More than 60 aftershocks recorded. 172 sent to hospital: http://tâ€_",https://twitter.com/tornadodamage/status/503884812747567104,Infrastructure and utilities
'503886618538045441',Mon Aug 25 12:48:26 +0000 2014,WTHRcom,16640775,en,NA,NA,California begins repairs after Sunday's 6.0-magnitude earthquake. http://t.co/3e0eGlU5dL,https://twitter.com/WTHRcom/status/503886618538045441,Infrastructure and utilities
'503887074442096641',Mon Aug 25 12:50:14 +0000 2014,thaiparampil,15815676,en,NA,NA,Napa picks up the pieces after quake http://t.co/JJKnPOcvnF via @USATODAY,https://twitter.com/thaiparampil/status/503887074442096641,Infrastructure and utilities
'503888762368049153',Mon Aug 25 12:56:57 +0000 2014,JudgmtofParis,2533176000,en,NA,NA,Quake Jolts California Wine Region http://t.co/CIWy6NRXH9 via @WSJ,https://twitter.com/JudgmtofParis/status/503888762368049153,Infrastructure and utilities
'503888782756552705',Mon Aug 25 12:57:02 +0000 2014,newsman_net,365513189,en,NA,NA,No Pinoys hurt in California quake â€“DFA http://t.co/oXN1qf5Xqs,https://twitter.com/newsman_net/status/503888782756552705,Caution and advice
'503889349046325248',Mon Aug 25 12:59:17 +0000 2014,littlefazzie,219165864,en,NA,NA,California winemakers cleaning up after quake http://t.co/qAwZnOI6KC via @YahooNews,https://twitter.com/littlefazzie/status/503889349046325248,Infrastructure and utilities
'503890296510226432',Mon Aug 25 13:03:03 +0000 2014,scottymacBR,173847496,en,NA,NA,New Pics From The California Earthquake. | Scotty Mac on DOWNTOWN RADIO 97.7 http://t.co/3rKkjW7KJf via @DowntownRadio97,https://twitter.com/scottymacBR/status/503890296510226432,Infrastructure and utilities
'503891402950860800',Mon Aug 25 13:07:26 +0000 2014,LeetVids,235490012,en,NA,NA,"California earthquake aftermath: Buildings destroyed, over 100 injured http://t.co/E8nQQE8fky #BestOfYouTube",https://twitter.com/LeetVids/status/503891402950860800,Infrastructure and utilities
'503892181262684161',Mon Aug 25 13:10:32 +0000 2014,lydiaallen26,2311215972,en,NA,NA,My first earthquake was a 6.1. San Francisco you were my first.,https://twitter.com/lydiaallen26/status/503892181262684161,Not related or irrelevant
'503892296123695104',Mon Aug 25 13:10:59 +0000 2014,Ford_Elliot,464722747,en,NA,NA,"3 critically injured, 87 treated at hospital after strong, damaging California #earthquake http://t.co/qCZeNIJaZc",https://twitter.com/Ford_Elliot/status/503892296123695104,Injured or dead people
'503893315570257920',Mon Aug 25 13:15:02 +0000 2014,StagSchool,1686391099,en,NA,NA,California earthquake: Bay Area picks up pieces after strongest quake in 25 years http://t.co/QcluqSBMJk,https://twitter.com/StagSchool/status/503893315570257920,Infrastructure and utilities
'503894692845469698',Mon Aug 25 13:20:31 +0000 2014,ColoradoSilicon,269854728,en,NA,NA,California Quake Crumples Buildings as Scores Are Hurt http://t.co/qOrEJaByim via @BloombergNews,https://twitter.com/ColoradoSilicon/status/503894692845469698,Infrastructure and utilities
'503894916590608384',Mon Aug 25 13:21:24 +0000 2014,MartineKelsey,2723766000,en,NA,NA,RT @MrNewsMan_: California earthquake: Bay area picks up pieces after strongest quake in 25 years http://t.co/MCmcdnTnl1 #teamfollowback,https://twitter.com/MartineKelsey/status/503894916590608384,Infrastructure and utilities
'503894981354864642',Mon Aug 25 13:21:40 +0000 2014,SargonStarblade,279430225,en,NA,NA,Numerous Buildings Uninhabitable After Bay Area Earthquake http://t.co/Nskztjkoh2 via @theblaze,https://twitter.com/SargonStarblade/status/503894981354864642,Infrastructure and utilities
'503895109671219201',Mon Aug 25 13:22:10 +0000 2014,WhineCheersWine,563231256,en,NA,NA,#Napa on my mind - 2009 Louis M. Martini #CabernetSauvignon #wine http://t.co/vtQt3vdqRc via @wordpressdotcom #napaearthquake #napaquake,https://twitter.com/WhineCheersWine/status/503895109671219201,Other relevant information
